H_key,Line,species,weight,estimated,num_caught,num_per_kg,year,month,day,set_num,stat_area,sub_area,start_lat_deg,start_lat_min,start_long_deg,start_long_min,min_depth,max_depth,depth_unit,soaktime
3643,6,4TA,,TRUE,2,,1975,11,16,150,7,4,52,30.20000076,128,25.39999962,50,60,F,139
3644,11,4TA,,TRUE,1,,1975,11,17,151,6,19,52,38.5,128,48.70000076,32,50,F,18
3646,12,4TA,,TRUE,1,,1975,11,17,153,6,19,52,38.09999847,128,50.09999847,52,80,F,18
3648,5,4TA,,TRUE,4,,1975,11,17,155,6,19,52,38.90000153,128,51.20000076,30,30,F,18
3649,9,4TA,,TRUE,1,,1975,11,18,156,6,19,52,50.09999847,128,44.5,50,78,F,22
3651,6,4TA,,TRUE,1,,1975,11,18,158,6,19,52,53.70000076,128,43.20000076,68,68,F,20
3652,8,4TA,,TRUE,1,,1975,11,18,159,6,19,52,53.5,128,41.29999924,50,52,F,19
3661,6,4TA,,TRUE,1,,1975,11,19,168,6,16,52,35.20000076,128,46.70000076,58,60,F,17
3662,2,4TA,,TRUE,2,,1975,11,21,169,6,14,52,47,129,6.300000191,50,50,F,7
3663,4,4TA,,TRUE,4,,1975,11,21,170,6,14,52,45.70000076,129,4.800000191,57,61,F,5
3664,6,4TA,,TRUE,5,,1975,11,22,171,6,14,52,44.40000153,129,6.300000191,51,56,F,24
3665,6,4TA,,TRUE,2,,1975,11,22,172,6,14,52,43.59999847,129,5.300000191,61,62,F,24
3666,4,4TA,,TRUE,6,,1975,11,22,173,6,15,52,42.5,129,3.5,54,60,F,24
3667,4,4TA,,TRUE,2,,1975,11,23,174,6,15,52,41.20000076,129,2,36,40,F,25
3668,4,4TA,,TRUE,3,,1975,11,23,175,6,15,52,40.70000076,129,1.100000024,68,68,F,25
3672,5,4TA,,TRUE,7,,1975,11,23,179,6,16,52,36.90000153,128,55.29999924,50,50,F,26
3673,9,4TA,,TRUE,2,,1975,11,28,180,6,4,53,29.20000076,128,36.20000076,48,50,F,69
3674,8,4TA,,TRUE,2,,1975,11,27,181,6,4,53,24.20000076,128,31.79999924,46,58,F,47
3675,15,4TA,,TRUE,2,,1975,11,27,182,6,4,53,26.20000076,128,30.10000038,61,62,F,46
3676,15,4TA,,TRUE,6,,1975,11,27,183,6,4,53,26.39999962,128,30.10000038,36,41,F,46
3680,12,4TB,,TRUE,1,,1975,11,28,187,6,4,53,28.5,128,13.69999981,33,34,F,19
3684,12,4TA,,TRUE,1,,1975,11,29,191,6,3,53,34.70000076,128,57.5,58,68,F,19
3685,4,4TA,,TRUE,25,,1975,11,29,192,6,3,53,32.79999924,129,1.200000048,15,18,F,18
3685,13,4TB,,TRUE,1,,1975,11,29,192,6,3,53,32.79999924,129,1.200000048,15,18,F,18
3686,10,4TA,,TRUE,1,,1975,11,29,193,6,3,53,31.89999962,128,58,25,26,F,17
3686,11,4TB,,TRUE,2,,1975,11,29,193,6,3,53,31.89999962,128,58,25,26,F,17
3687,10,4TB,,TRUE,1,,1975,11,29,194,6,3,53,29.20000076,128,58,30,33,F,16
3687,5,4TA,,TRUE,4,,1975,11,29,194,6,3,53,29.20000076,128,58,30,33,F,16
3695,17,4TA,,TRUE,1,,1975,12,1,202,6,3,53,26.60000038,129,5.699999809,19,23,F,21
3708,10,4TB,,TRUE,2,,1975,12,4,215,6,4,53,25.29999924,128,5.599999905,46,48,F,18
3711,11,4TB,,TRUE,1,,1975,12,4,218,6,4,53,27.60000038,128,12.10000038,48,50,F,19
3712,9,4TB,,TRUE,1,,1975,12,4,219,6,4,53,27,128,13.89999962,48,49,F,19
3716,9,4TA,,TRUE,1,,1975,12,8,223,6,7,53,17.5,128,55.5,50,58,F,24
3717,10,4TA,,TRUE,3,,1975,12,8,224,6,7,53,17.20000076,128,57.90000153,62,62,F,25
3720,4,4TA,,TRUE,2,,1975,12,9,227,6,6,53,14.80000019,129,4.599999905,42,50,F,20
3722,9,4TA,,TRUE,1,,1975,12,9,229,6,6,53,11.60000038,129,5,39,52,F,18
3725,11,4TA,,TRUE,2,,1975,12,10,232,6,26,53,6.199999809,129,11.60000038,49,51,F,20
3726,8,4TA,,TRUE,1,,1975,12,10,233,6,26,53,4.900000095,129,15.80000019,52,56,F,20
3729,2,4TA,,TRUE,11,,1975,12,12,236,6,10,52,58.59999847,129,12.10000038,58,62,F,46
3730,3,4TA,,TRUE,11,,1975,12,12,237,6,10,52,56.90000153,129,12,58,60,F,45
3731,3,4TA,,TRUE,6,,1975,12,11,238,6,10,52,54.79999924,129,10.89999962,56,59,F,27
3732,4,4TA,,TRUE,3,,1975,12,11,239,6,10,52,56.40000153,129,19.10000038,53,58,F,6
3733,1,4TA,,TRUE,3,,1975,12,11,240,6,10,52,56.40000153,129,25.70000076,60,61,F,5
3734,2,4TA,,TRUE,3,,1975,12,11,241,6,9,52,56.20000076,129,27.89999962,60,61,F,4
3735,3,4TA,,TRUE,5,,1975,12,11,242,6,9,52,55.40000153,129,31.20000076,61,62,F,3
3736,4,4TA,,TRUE,1,,1975,12,13,243,6,10,52,51.70000076,129,20.20000076,50,53,F,4
3737,3,4TA,,TRUE,11,,1975,12,14,244,6,11,52,50.20000076,129,18.39999962,51,51,F,26
3739,4,4TA,,TRUE,12,,1975,12,14,246,6,13,52,48,129,18.89999962,49,50,F,25
3740,2,4TA,,TRUE,23,,1975,12,14,247,6,13,52,47.20000076,129,17.29999924,60,64,F,24
3741,5,4TA,,TRUE,3,,1975,12,14,248,6,13,52,45.79999924,129,18.60000038,51,54,F,23
3742,4,4TA,,TRUE,1,,1975,12,15,249,6,11,52,49.70000076,129,14.60000038,52,53,F,6
3745,5,4TA,,TRUE,3,,1975,12,15,252,6,14,52,46.5,129,9.699999809,51,58,F,6
46574,1,4XE,0.670000017,FALSE,1,1,2012,10,30,3,28,4,49,34.55500031,123,13.83899975,60,74,M,19
46580,1,4XE,0.460000008,FALSE,2,4,2012,10,31,9,28,4,49,34.67200089,123,18.9090004,81,92,M,24
46584,2,4XE,0.270000011,FALSE,1,4,2012,10,31,13,28,1,49,24.97699928,123,19.49099922,52,76,M,18
46591,1,4XE,0.569999993,FALSE,2,4,2012,11,1,20,28,2,49,20.62899971,123,17.98999977,55,78,M,17
46595,1,4XE,3.299999952,FALSE,3,1,2012,11,2,24,28,2,49,30.26300049,123,15.31599998,56,104,M,21
46602,2,4XE,1.169999957,FALSE,1,1,2012,11,3,31,28,3,49,26.98500061,123,26.77300072,47,55,M,21
46603,2,4XE,1.24000001,FALSE,2,2,2012,11,3,32,28,1,49,26.85700035,123,24.29000092,80,96,M,20
46606,1,4XE,1.169999957,FALSE,2,2,2012,11,4,35,28,1,49,26.30200005,123,22.62199974,66,94,M,24
46607,1,4XE,0.239999995,FALSE,1,4,2012,11,4,36,28,1,49,24.24699974,123,25.76399994,49,61,M,22
46608,1,4XE,2.619999886,FALSE,2,1,2012,11,4,37,28,3,49,27.22900009,123,26.97599983,69,85,M,25
46609,1,4XE,10.78999996,FALSE,,,2012,11,4,38,28,3,49,28.63100052,123,27.21500015,55,72,M,22
46613,1,4XE,1.889999986,FALSE,2,1,2012,11,5,42,28,1,49,23.24799919,123,27.36700058,54,101,M,22
48661,2,4XE,0.189999998,FALSE,1,5,2013,11,1,23,28,2,49,24.69199944,123,18.3220005,64,82,M,24
32154,1,4XE,1.700000048,FALSE,1,1,2008,2,11,19,28,2,49,30.21299934,123,15.24800014,64,95,M,20
32155,3,4XE,0.899999976,FALSE,1,1,2008,2,11,21,28,2,49,27.43199921,123,18.84399986,40,98,M,18
32157,1,4XE,0.699999988,FALSE,1,1,2008,2,12,23,28,2,49,25.10700035,123,14.19200039,67,96,M,23
32160,1,4XE,0.899999976,FALSE,1,1,2008,2,12,26,28,3,49,31.99500084,123,23.5170002,50,97,M,21
32161,3,4XE,2,FALSE,,,2008,2,12,27,28,3,49,30.8939991,123,29.36300087,60,100,M,22
32162,1,4XE,0.200000003,FALSE,1,5,2008,2,12,28,28,3,49,27.07600021,123,26.86899948,50,90,M,22
32164,1,4XE,1,FALSE,1,1,2008,2,13,31,28,2,49,31.89999962,123,21.81900024,55,76,M,27
32166,3,4XE,1,FALSE,1,1,2008,2,13,33,28,3,49,31.93899918,123,23.46500015,40,90,M,24
32171,2,4XE,3.599999905,FALSE,,,2008,2,13,38,28,1,49,26.62199974,123,22.48200035,68,95,M,23
32172,2,4XE,0.699999988,FALSE,,,2008,2,14,39,28,2,49,25.24300003,123,18.66500092,63,98,M,26
32176,2,4XE,0.400000006,FALSE,,,2008,2,14,43,28,1,49,26.21800041,123,23.79899979,89,108,M,18
32178,1,4XE,1.399999976,FALSE,2,1,2008,2,14,45,28,1,49,24.31599998,123,25.31599998,62,75,M,21
32179,2,4XE,1,FALSE,1,1,2008,2,14,46,28,1,49,23.35199928,123,26.98900032,69,93,M,20
32183,2,4XE,4,FALSE,3,1,2008,2,15,50,28,1,49,24.31599998,123,29.75600052,56,76,M,18
37042,2,4XE,1.5,FALSE,3,2,2010,2,4,15,28,1,49,26.63100052,123,22.44099998,62,86,M,22
37043,1,4XE,0.649999976,FALSE,1,2,2010,2,4,16,28,1,49,24.95100021,123,19.53700066,48,64,M,28
37047,1,4XE,0.560000002,FALSE,1,2,2010,2,4,20,28,2,49,23.25399971,123,15.72900009,66,83,M,20
37050,1,4XE,1.950000048,FALSE,2,1,2010,2,8,43,28,1,49,24.30999947,123,29.73600006,54,70,M,19
37051,2,4XE,0.970000029,FALSE,2,2,2010,2,8,44,28,1,49,23.3220005,123,27.48699951,70,92,M,19
37052,2,4XE,0.100000001,FALSE,1,10,2010,2,8,45,28,1,49,22.25,123,25.77000046,43,72,M,20
37053,1,4XE,1.580000043,FALSE,2,1,2010,2,9,46,17,9,48,54.66799927,123,37.75400162,62,81,M,23
37054,1,4XE,0.460000008,FALSE,2,4,2010,2,9,47,17,6,48,55.37400055,123,37.81299973,56,68,M,22
37055,2,4XE,0.660000026,FALSE,1,2,2010,2,9,48,17,6,48,55.54800034,123,38.57099915,57,82,M,21
44396,3,4XE,1.919999957,FALSE,3,2,2011,11,11,4,28,1,49,25.09000015,123,19.32500076,43,67,M,20
44398,2,4XE,1.799999952,FALSE,2,1,2011,11,11,6,28,2,49,25.3220005,123,14.24600029,79,85,M,23
44406,1,4XE,2.130000114,FALSE,3,1,2011,11,13,14,28,1,49,26.95199966,123,19.67300034,55,75,M,29
44412,3,4XE,2.109999895,FALSE,3,1,2011,11,13,20,28,1,49,24.29800034,123,29.78899956,60,72,M,15
44413,2,4XE,0.280000001,FALSE,2,7,2011,11,14,21,28,3,49,30.64100075,123,29.39999962,79,87,M,23
44416,2,4XE,1.389999986,FALSE,1,1,2011,11,14,24,28,3,49,31.73900032,123,23.81500053,77,89,M,23
44418,1,4XE,1.149999976,FALSE,2,2,2011,11,14,26,28,2,49,23.27599907,123,15.7130003,67,78,M,24
44419,1,4XE,1.75,FALSE,1,1,2011,11,15,27,28,3,49,26.89100075,123,26.79400063,69,90,M,28
44420,1,4XE,0.5,FALSE,1,2,2011,11,15,28,28,1,49,26.19400024,123,20.98600006,68,81,M,20
44423,1,4XE,1.24000001,FALSE,1,1,2011,11,15,31,28,1,49,24.26199913,123,23.43700027,73,87,M,20
41951,1,4XE,3.400000095,FALSE,,,2011,2,20,5,28,2,49,25.20700073,123,18.60700035,45,75,M,71
41954,1,4XE,1.100000024,FALSE,1,1,2011,2,19,8,28,2,49,23.12299919,123,15.85400009,70,80,M,24
41961,1,4XE,1.5,FALSE,,,2011,2,20,15,28,3,49,30.63999939,123,29.34499931,73,110,M,21
41964,1,4XE,2.200000048,FALSE,,,2011,2,20,18,28,1,49,24.34399986,123,29.71299934,62,76,M,17
41965,1,4XE,1.299999952,FALSE,,,2011,2,21,19,28,3,49,27.07799911,123,26.83499908,63,92,M,23
41973,2,4XE,2.200000048,FALSE,1,0,2011,2,22,27,28,4,49,34.6590004,123,18.84499931,90,105,M,27
41976,1,4XE,0.100000001,FALSE,1,10,2011,2,22,30,28,2,49,29.32600021,123,17.55500031,70,108,M,21
41977,1,4XE,2.299999952,FALSE,1,0,2011,2,22,31,28,2,49,28.00600052,123,18.78000069,60,85,M,20
41980,2,4XE,0.300000012,FALSE,1,3,2011,2,23,34,28,4,49,34.51399994,123,13.87300014,58,74,M,20
41986,2,4XE,2.099999905,FALSE,3,1,2011,2,24,40,28,3,49,28.22900009,123,27.63599968,80,100,M,18
41987,2,4XE,0.800000012,FALSE,1,1,2011,2,24,41,28,1,49,22.87999916,123,26.82900047,58,88,M,18
41988,2,4XE,1.899999976,FALSE,2,1,2011,2,24,42,28,1,49,23.22500038,123,27.27799988,72,98,M,19
41990,2,4XE,3.599999905,FALSE,2,1,2011,2,25,44,28,1,49,24.66600037,123,26.5,73,77,M,42
44426,1,4XE,0.25,FALSE,1,4,2011,11,16,34,28,4,49,34.50799942,123,13.86299992,62,73,M,19
44430,1,4XE,0.090000004,FALSE,,,2011,11,16,38,28,4,49,34.8429985,123,18.61800003,61,65,M,22
44432,2,4XE,0.280000001,FALSE,1,4,2011,11,17,40,28,1,49,24.3390007,123,25.78000069,68,74,M,17
44433,2,4XE,1.799999952,FALSE,1,1,2011,11,17,41,28,1,49,23.23999977,123,27.34499931,78,92,M,17
44434,2,4XE,0.949999988,FALSE,1,1,2011,11,17,42,28,1,49,22.81100082,123,26.95700073,65,80,M,17
44439,2,4XE,1.070000052,FALSE,2,2,2011,11,18,47,17,6,48,56.14899826,123,42.0019989,56,70,M,21
44641,2,4XE,3.359999895,FALSE,1,0,2012,2,17,3,28,2,49,20.62000084,123,18.04299927,55,72,M,22
44654,2,4XE,0.74000001,FALSE,1,1,2012,2,19,16,28,2,49,32.49700165,123,19.47299957,63,78,M,22
48673,1,4XE,0.409999996,FALSE,1,2,2013,11,3,35,28,3,49,26.85899925,123,26.78499985,61,92,M,23
48679,1,4XE,0.589999974,FALSE,1,2,2013,11,3,41,28,1,49,26.25499916,123,22.61300087,74,95,M,22
48687,1,4XE,0.119999997,FALSE,1,8,2013,11,5,49,28,1,49,24.63699913,123,26.47900009,69,74,M,23
48688,1,4XE,1.610000014,FALSE,2,1,2013,11,5,50,28,1,49,24.33300018,123,29.6989994,59,70,M,22
36687,1,4XE,0.159999996,FALSE,1,6,2009,11,3,4,28,2,49,29.31999969,123,17.58799934,72,95,M,19
36693,1,4XE,1.5,FALSE,1,1,2009,11,4,10,28,4,49,34.49499893,123,13.85400009,57,75,M,21
36702,1,4XE,0.5,FALSE,1,2,2009,11,5,19,28,2,49,27.99500084,123,18.78899956,60,78,M,20
36705,1,4XE,5,FALSE,4,1,2009,11,5,22,28,1,49,24.3010006,123,29.74099922,49,65,M,24
36711,1,4XE,1,FALSE,1,1,2009,11,6,29,28,2,49,23.12899971,123,15.86900043,73,84,M,16
36712,1,4XE,7.800000191,FALSE,4,1,2009,11,6,27,28,1,49,25.01399994,123,19.56599998,65,100,M,23
36718,1,4XE,0.600000024,FALSE,1,2,2009,11,7,35,28,1,49,26.8239994,123,22.24399948,63,84,M,24
36721,1,4XE,1.100000024,FALSE,1,1,2009,11,8,38,28,3,49,26.86300087,123,26.65600014,42,54,M,21
36725,1,4XE,3,FALSE,,,2009,11,8,42,28,1,49,24.30200005,123,25.73800087,68,85,M,21
36727,3,4XE,0.699999988,FALSE,,,2009,11,9,44,28,2,49,25.30999947,123,14.23799992,72,80,M,19
44657,4,4XE,1.159999967,FALSE,1,1,2012,2,20,19,28,3,49,31.69000053,123,24.03100014,57,65,M,22
44661,1,4XE,0.280000001,FALSE,1,4,2012,2,20,23,28,2,49,23.26799965,123,15.74499989,75,85,M,23
44664,1,4XE,0.439999998,FALSE,1,2,2012,2,21,26,28,4,49,34.73799896,123,18.78000069,58,75,M,24
44665,1,4XE,0.829999983,FALSE,1,1,2012,2,21,27,28,4,49,32.83499908,123,14.78600025,68,82,M,27
44668,1,4XE,1.74000001,FALSE,2,1,2012,2,21,30,28,1,49,24.33499908,123,29.70700073,63,76,M,15
44670,1,4XE,0.050000001,FALSE,,,2012,2,22,32,28,4,49,34.84500122,123,18.57900047,75,82,M,21
44671,1,4XE,0.389999986,FALSE,3,8,2012,2,22,33,28,4,49,34.5,123,13.85999966,63,75,M,23
44677,1,4XE,1.539999962,FALSE,1,1,2012,2,23,39,28,3,49,30.82500076,123,29.37299919,75,80,M,23
44678,1,4XE,4.539999962,FALSE,6,1,2012,2,23,40,28,3,49,28.21299934,123,27.58499908,75,95,M,21
44679,1,4XE,3.579999924,FALSE,4,1,2012,2,23,41,28,3,49,27.48800087,123,28.13100052,75,80,M,20
44680,1,4XE,2.140000105,FALSE,1,0,2012,2,23,42,28,1,49,24.29199982,123,25.72599983,63,80,M,18
44681,1,4XE,1.720000029,FALSE,2,1,2012,2,23,43,28,1,49,26.24600029,123,22.56500053,63,89,M,17
44683,1,4XE,2.380000114,FALSE,2,1,2012,2,24,45,28,1,49,23.24099922,123,27.31900024,75,95,M,22
44684,1,4XE,0.330000013,FALSE,1,3,2012,2,24,46,28,1,49,22.79999924,123,26.6760006,55,75,M,23
4501,3,4TA,,TRUE,4,,1976,9,7,16,12,28,,,,,14,15,F,24
4581,3,4TA,,TRUE,3,,1976,9,30,96,12,28,,,,,10,10,F,24
4518,3,4TA,,TRUE,5,,1976,9,11,33,12,28,,,,,32,33,F,18
49019,1,4XE,0.620000005,FALSE,2,3,2014,2,5,7,28,4,49,34.69400024,123,18.9470005,52,78,M,24
49040,1,4XE,0.170000002,FALSE,1,6,2014,2,10,28,28,1,49,26.23500061,123,20.77799988,71,90,M,49
49049,2,4XE,0.230000004,FALSE,1,4,2014,2,11,37,28,1,49,23.2689991,123,27.11000061,70,105,M,21
49056,1,4XE,0.430000007,FALSE,1,2,2014,2,12,44,28,1,49,24.42700005,123,25.92000008,75,85,M,21
64255,2,4XE,0.75,FALSE,1,1,2018,11,4,17,28,3,49,28.04800034,123,27.52099991,74,98,M,24
50804,3,4XE,0.74000001,FALSE,1,1,2014,11,12,41,28,1,49,24.34300041,123,25.80599976,72,83,M,25
59311,4,4XE,0.649999976,FALSE,1,2,2017,11,3,7,28,4,49,34.72000122,123,18.84199905,60,75,M,24
